年,月,日,時,分,縣市,區,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS緯度,GPS經度,事故類別
2021,3,17,16,40,臺中市,北區,0,4,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,5,,6,6,1,5,8,B03,120.676071,24.150346,2
2021,3,17,16,41,臺中市,龍井區,0,1,0,8,1,5,40,14,9,1,5,3,5,7,4,4,5,4,4,1,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,9,1,C03,120.505082,24.21052,2
2021,3,17,16,55,臺中市,大雅區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,17,25,3,10,1,1,B03,7,6,1,8,2,8,,25,25,1,22,9,B03,120.65644,24.22617,2
2021,3,17,16,55,臺中市,北區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.675058,24.14954,3
2021,3,17,16,57,臺中市,南屯區,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,3,4,4,2,13,23,3,10,1,4,C03,7,9,1,10,2,14,,44,23,1,22,8,C03,120.625144,24.145116,2
2021,3,17,16,59,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,42,,1,22,,B03,120.721069,24.269308,3
2021,3,17,17,7,臺中市,南屯區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,7,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.65298,24.13571,2
2021,3,17,17,9,臺中市,北屯區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,16,3,10,1,1,C03,7,9,1,10,9,13,,44,16,2,4,8,C03,120.663432,24.18539,2
2021,3,17,17,17,臺中市,潭子區,0,1,0,8,1,5,40,14,8,1,5,4,5,7,4,4,8,3,4,2,16,23,2,9,1,1,C03,7,9,1,10,11,12,,23,23,2,5,1,C03,120.703768,24.207201,2
2021,3,17,17,17,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,B03,,,1,,1,,,23,23,1,22,,B03,120.654212,24.170665,3
2021,3,17,17,17,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,33,,1,20,,C03,120.712532,24.123942,3
2021,3,17,17,19,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.628263,24.140306,3
2021,3,17,17,20,臺中市,神岡區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,5,5,5,1,17,25,2,3,1,1,C03,7,9,1,10,2,11,,25,25,1,21,8,C03,120.656656,24.278771,2
2021,3,17,17,26,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,11,,,16,,1,22,,B03,120.646842,24.13908,3
2021,3,17,17,30,臺中市,龍井區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,,,B03,120.545805,24.21772,3
2021,3,17,17,30,臺中市,神岡區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,8,1,1,C03,7,9,1,10,2,11,,25,25,1,22,9,C03,120.696798,24.257198,2
2021,3,17,17,32,臺中市,北區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B12,,,1,,11,,,23,,2,5,,B12,120.672252,24.172935,3
2021,3,17,17,33,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,6,,1,19,,C03,120.711488,24.14099,3
2021,3,17,17,38,臺中市,烏日區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,21,,B03,120.638664,24.10934,3
2021,3,17,17,40,臺中市,西屯區,0,1,0,8,1,5,80,14,7,1,5,4,5,7,4,4,1,4,5,1,13,16,3,10,3,4,B03,7,9,1,8,1,1,,16,16,1,22,9,B03,120.635716,24.182243,2
2021,3,17,17,43,臺中市,大甲區,0,2,0,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,3,10,1,1,B03,7,9,1,8,2,2,,6,6,1,19,8,B03,120.63739,24.369876,2
2021,3,17,17,44,臺中市,烏日區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,5,,1,,,B03,120.596741,24.111052,3
2021,3,17,17,45,臺中市,西區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,12,,6,6,1,22,9,C03,120.67609,24.134242,2
2021,3,17,17,45,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,2,,,12,,1,,,B12,120.666271,24.179632,3
2021,3,17,17,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,40,,1,22,,B03,120.644949,24.134734,3
2021,3,17,17,52,臺中市,南屯區,0,1,0,8,1,5,50,4,18,1,5,4,5,7,1,1,5,4,4,2,3,15,3,10,1,1,B03,7,5,1,8,2,5,,15,15,1,21,8,B03,120.614854,24.145286,2
2021,3,17,17,53,臺中市,東區,0,0,0,8,2,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,12,,,,,,B03,,,1,,2,,,7,,1,5,,B03,120.7092,24.135362,3
2021,3,17,17,54,臺中市,東區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,5,,B03,120.700319,24.133238,3
2021,3,17,17,57,臺中市,烏日區,0,1,0,8,1,5,40,4,8,1,5,4,5,7,1,1,1,5,5,2,16,7,3,10,1,1,B12,7,8,1,8,2,2,,7,7,1,12,8,B12,120.640665,24.116651,2
2021,3,17,18,0,臺中市,霧峰區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,,,B03,120.662007,24.077788,3
2021,3,17,18,0,臺中市,霧峰區,0,1,0,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,1,26,42,2,9,1,1,C03,7,9,1,10,2,11,,42,42,1,20,8,C03,120.689871,24.037848,2
2021,3,17,18,0,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A04,,,1,,2,,,17,,1,10,,A04,120.732641,24.150544,3
2021,3,17,18,2,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.653171,24.142416,3
2021,3,17,18,3,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,22,,B03,120.636363,24.141095,3
2021,3,17,18,6,臺中市,大肚區,0,1,0,8,2,5,50,14,8,1,5,4,5,7,4,4,1,4,4,1,16,7,3,10,1,1,B03,7,8,1,8,2,2,,7,7,1,20,8,B03,120.54914,24.141361,2
2021,3,17,18,6,臺中市,梧棲區,0,1,0,8,1,5,40,3,1,1,5,4,5,7,1,1,10,5,5,2,12,17,3,10,1,1,B12,7,9,1,8,9,2,,17,17,2,9,1,B12,120.540247,24.248965,2
2021,3,17,18,8,臺中市,西屯區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,26,3,10,1,1,B03,7,11,1,8,2,6,,26,26,1,22,8,B03,120.611531,24.190738,2
2021,3,17,18,9,臺中市,北屯區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,4,4,1,4,4,2,12,23,2,2,1,1,B03,7,4,1,8,2,2,,23,23,1,22,8,B03,120.68604,24.18162,2
2021,3,17,18,15,臺中市,東區,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,5,4,4,2,29,67,,,,,,,,,,,,,67,67,1,,,,120.709052,24.149436,2
2021,3,17,18,22,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,7,,1,22,,B03,120.670469,24.151238,3
2021,3,17,18,22,臺中市,南屯區,0,0,0,8,,,80,,,,,,,,,,,,,,,23,,,,,B03,,,1,,2,,,23,23,1,22,,B03,120.624176,24.152906,3
2021,3,17,18,23,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,44,,1,,,B03,120.625278,24.183221,3
2021,3,17,18,24,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B12,,,1,,1,,,23,,1,22,,B12,120.630796,24.146627,3
2021,3,17,18,31,臺中市,豐原區,0,2,0,8,3,5,50,5,9,1,5,4,5,7,4,4,5,5,5,2,16,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,22,8,C03,120.725518,24.251529,2
2021,3,17,18,32,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C02,,,1,,2,,,16,,1,21,,C02,120.716804,24.151304,3
2021,3,17,18,33,臺中市,太平區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B11,,,1,,2,,,42,,1,6,,B11,120.715298,24.155585,3
2021,3,17,18,40,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,7,,2,22,,B03,120.693925,24.164195,3
2021,3,17,18,42,臺中市,南屯區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,26,,,,,C03,120.616285,24.152713,3
2021,3,17,18,44,臺中市,豐原區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,,,,B03,120.709211,24.249723,3
2021,3,17,18,45,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,43,,,,,B03,,,1,,2,,,43,43,1,22,,B03,120.648463,24.122748,3
2021,3,17,18,46,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,13,23,2,9,1,1,C03,7,9,1,10,2,14,,23,23,1,21,8,C03,120.717075,24.180148,2
2021,3,17,19,1,臺中市,南區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,5,3,4,2,3,15,3,10,1,1,B03,7,5,1,8,2,5,,15,15,1,5,1,B03,120.65,24.123,2
2021,3,17,19,2,臺中市,龍井區,0,0,0,8,,,60,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,22,,B03,120.575554,24.18491,3
2021,3,17,19,5,臺中市,南屯區,0,1,0,8,3,5,50,3,2,1,5,4,5,7,1,1,1,2,5,2,12,17,2,9,1,1,C03,7,9,1,10,2,14,,17,17,1,22,8,C03,120.646788,24.144933,2
2021,3,17,19,9,臺中市,太平區,0,0,0,8,,,80,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.717615,24.157448,3
2021,3,17,19,12,臺中市,霧峰區,0,2,0,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,3,23,2,9,3,4,C03,7,9,1,10,2,11,,23,23,1,18,5,C03,120.713134,24.078356,2
2021,3,17,19,15,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,23,23,1,5,,C03,120.654984,24.147548,3
2021,3,17,19,15,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,4,,B03,120.62369,24.346868,3
2021,3,17,19,17,臺中市,北區,0,2,0,8,3,5,50,3,1,1,5,4,5,7,4,4,3,4,4,2,17,16,2,8,1,1,C03,7,9,1,10,2,11,,16,16,1,21,8,C03,120.664904,24.164812,2
2021,3,17,19,21,臺中市,潭子區,0,1,0,8,3,5,50,4,2,1,5,4,5,7,1,1,3,4,5,1,15,25,3,10,1,1,B03,7,9,1,8,2,4,,25,25,1,22,8,B03,120.712521,24.216503,2
2021,3,17,19,25,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,3,10,1,1,B03,7,9,1,8,2,5,,13,8,1,8,8,B03,120.682176,24.185535,2
2021,3,17,19,33,臺中市,龍井區,0,1,0,8,4,5,70,3,7,1,5,4,5,7,4,4,1,5,1,2,23,23,2,1,3,4,B03,7,5,3,18,2,8,,23,23,1,9,5,B03,120.505105,24.206907,2
2021,3,17,19,34,臺中市,西區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,4,,B03,120.657282,24.151753,3
2021,3,17,19,34,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,42,,1,,,B03,120.615216,24.189221,3
2021,3,17,19,39,臺中市,沙鹿區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,4,4,10,5,5,1,16,23,3,10,1,1,B03,7,5,1,8,2,8,,23,23,1,9,8,B03,120.564473,24.242806,2
2021,3,17,19,39,臺中市,豐原區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,1,1,10,5,5,2,18,42,2,9,1,1,C03,7,9,1,8,2,14,,42,42,1,22,8,C03,120.736213,24.267155,2
2021,3,17,19,57,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,23,,1,22,,C03,120.615224,24.182957,3
2021,3,17,20,0,臺中市,北屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,3,4,C03,7,9,1,10,2,11,,25,25,1,22,8,C03,120.687845,24.17226,2
2021,3,17,20,7,臺中市,豐原區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,1,1,3,5,5,2,17,23,2,9,3,4,C03,7,9,3,18,2,11,,23,23,1,22,8,C03,120.707358,24.250118,2
2021,3,17,20,16,臺中市,太平區,0,1,0,8,3,5,30,14,9,1,5,4,5,7,4,4,10,5,5,2,27,23,2,9,1,1,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.736325,24.143553,2
2021,3,17,20,27,臺中市,太平區,0,1,0,8,3,5,30,3,1,1,5,4,5,7,4,4,10,5,5,2,17,19,3,10,2,1,F03,7,1,8,20,2,16,,19,19,1,14,8,F03,120.721232,24.118979,2
2021,3,17,20,37,臺中市,北區,0,1,0,8,3,5,50,4,22,1,5,4,5,7,4,4,2,4,5,2,17,43,3,10,1,1,B03,7,6,1,8,2,1,,43,43,1,21,8,B03,120.684651,24.162839,2
2021,3,17,20,41,臺中市,神岡區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,17,,1,,,B03,120.692025,24.248208,3
2021,3,17,20,56,臺中市,大甲區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,18,23,2,9,1,1,C03,7,9,1,10,2,12,,23,23,1,22,9,C03,120.647779,24.405837,2
2021,3,17,21,14,臺中市,西區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,2,1,10,5,5,2,16,4,3,10,1,1,B03,7,9,1,7,2,8,,4,4,1,22,8,B03,120.666918,24.129272,2
2021,3,17,21,24,臺中市,南區,0,0,0,8,,,0,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,23,,1,5,,C03,120.679008,24.125805,3
2021,3,17,21,24,臺中市,龍井區,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,23,3,10,3,4,B03,7,9,1,8,2,3,,44,23,1,22,9,B03,120.584722,24.183608,2
2021,3,17,21,33,臺中市,大甲區,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,4,1,16,19,2,9,1,1,F02,7,1,8,20,2,16,,19,19,1,22,9,F02,120.629439,24.353045,2
2021,3,17,21,45,臺中市,大里區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,3,10,1,1,B03,7,6,1,8,2,5,,6,6,1,18,5,B03,120.697776,24.082623,2
2021,3,17,21,47,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,6,,1,21,,B03,120.722415,24.171528,3
2021,3,17,22,4,臺中市,北屯區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,3,10,1,1,B03,7,5,6,8,2,1,,25,25,1,21,8,B03,120.722251,24.175899,2
2021,3,17,22,8,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,12,,1,,,B03,120.679513,24.104084,3
2021,3,17,22,17,臺中市,北區,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,4,5,2,17,42,2,9,1,1,C03,7,9,1,10,2,15,,42,42,1,22,8,C03,120.676476,24.157358,2
2021,3,17,22,19,臺中市,西屯區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,12,,1,12,,B03,120.642801,24.175971,3
2021,3,17,22,50,臺中市,龍井區,0,3,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,3,53,2,5,3,4,C03,7,9,1,10,2,11,,23,53,1,22,9,C03,120.592627,24.181604,2
2021,3,17,22,53,臺中市,太平區,0,1,0,8,3,5,50,5,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,,6,6,1,5,8,B03,120.731666,24.140277,2
2021,3,17,23,5,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,B03,,,1,,2,,,43,43,1,4,,B03,120.646311,24.175088,3
2021,3,17,23,46,臺中市,沙鹿區,0,1,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,4,,6,6,1,2,1,B03,120.579359,24.218606,2
2021,3,18,0,20,臺中市,豐原區,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,18,43,2,9,1,1,C03,7,9,1,10,2,11,,43,43,1,22,8,C03,120.724066,24.260886,2
2021,3,18,1,12,臺中市,南屯區,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,7,3,4,B03,7,9,1,8,2,1,,25,25,1,12,8,B03,120.644154,24.135938,2
2021,3,18,2,38,臺中市,豐原區,0,1,0,7,3,5,50,4,2,1,5,4,5,7,1,1,3,3,3,1,17,14,3,10,3,4,B03,7,9,1,8,2,1,,6,14,1,21,8,B03,120.725525,24.254836,2
2021,3,18,3,32,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,8,4,5,1,16,6,3,10,1,4,B03,7,6,1,8,2,4,,6,6,1,4,8,B03,120.645051,24.178596,2
2021,3,18,3,57,臺中市,南區,1,2,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,15,25,2,9,1,1,B11,7,9,1,4,2,6,4,44,25,1,10,4,B11,120.653263,24.128829,1
2021,3,18,4,28,臺中市,西屯區,0,0,0,8,,,40,,,,,,,,,,,,,,,43,,,,,B03,,,1,,2,,,43,43,1,4,,B03,120.635431,24.176238,3
2021,3,18,5,25,臺中市,豐原區,0,2,0,7,3,5,50,4,2,1,5,4,5,7,1,1,3,3,3,1,17,23,2,8,3,4,C03,7,9,1,10,2,11,,23,23,1,21,8,C03,120.69915,24.248597,2
2021,3,18,5,45,臺中市,北屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,6,,11,,,42,,2,21,,B03,120.692361,24.162421,3
2021,3,18,6,44,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,C03,,,1,,1,,,6,,1,4,,C03,120.644306,24.174125,3
2021,3,18,6,55,臺中市,西屯區,0,1,0,8,1,5,40,4,1,1,5,4,5,7,1,1,8,4,5,1,13,23,2,7,1,4,C02,7,9,1,9,1,14,,23,23,1,4,8,C02,120.607046,24.16918,2
2021,3,18,6,59,臺中市,大雅區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,16,25,2,8,1,1,C03,7,9,1,10,2,12,,25,25,1,22,9,C03,120.62999,24.241169,2
2021,3,18,6,59,臺中市,大甲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,19,,1,,,B03,120.625348,24.352041,3
2021,3,18,7,11,臺中市,豐原區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,16,,2,4,,B03,120.740119,24.255713,3
2021,3,18,7,13,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,23,7,1,5,,C03,120.691312,24.099894,3
2021,3,18,7,17,臺中市,南屯區,0,1,0,8,3,5,30,4,1,1,5,4,5,7,4,4,5,5,5,2,16,6,3,10,1,1,B03,7,5,1,8,2,8,1,6,6,1,4,1,B03,120.65379,24.142646,2
2021,3,18,7,17,臺中市,大里區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,2,,,23,,1,21,,B03,120.691881,24.109686,3
2021,3,18,7,24,臺中市,南屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,10,5,5,2,12,7,2,8,1,1,C03,7,7,1,10,2,14,,7,7,1,22,8,C03,120.619658,24.15448,2
2021,3,18,7,29,臺中市,烏日區,0,1,0,8,1,5,60,4,2,1,5,4,5,7,2,1,1,4,5,2,13,26,2,9,1,1,C03,7,9,1,10,2,11,,26,26,1,21,8,C03,120.614351,24.10668,2
2021,3,18,7,31,臺中市,烏日區,0,0,0,8,,,30,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,19,,C03,120.635851,24.104298,3
2021,3,18,7,36,臺中市,太平區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,16,,1,21,,C03,120.717321,24.148878,3
2021,3,18,7,40,臺中市,南屯區,0,3,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,13,23,2,9,1,1,C03,7,9,6,10,2,11,,23,23,1,21,8,C03,120.647264,24.146848,2
2021,3,18,7,40,臺中市,豐原區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,6,2,7,1,1,C03,7,5,4,11,2,11,,6,6,1,22,9,C03,120.71877,24.253389,2
2021,3,18,7,43,臺中市,西屯區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,2,5,2,13,16,2,9,1,1,C03,7,9,1,10,2,11,,16,16,1,4,8,C03,120.65685,24.200479,2
2021,3,18,7,45,臺中市,龍井區,0,1,0,8,1,5,50,4,9,1,5,4,5,7,2,1,5,4,4,1,17,23,2,9,3,4,C03,7,9,1,10,2,15,,23,23,1,22,9,C03,120.581963,24.176176,2
2021,3,18,7,49,臺中市,西屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A11,,,1,,2,,,23,,1,22,,A11,120.609148,24.161008,3
2021,3,18,7,50,臺中市,大里區,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,12,23,3,10,1,1,C03,7,9,1,10,11,12,,23,23,2,22,9,C03,120.699616,24.102236,2
2021,3,18,7,52,臺中市,神岡區,0,0,0,8,,,60,,,,,,,,,,,,,,,6,,,,,B03,,,1,,2,,,6,6,1,,,B03,120.696988,24.256951,3
2021,3,18,7,53,臺中市,北區,0,1,0,8,1,5,30,3,1,1,5,4,5,7,4,4,9,5,5,2,16,6,2,9,1,1,C03,7,6,1,10,2,11,,6,6,1,22,8,C03,120.687729,24.161531,2
2021,3,18,7,53,臺中市,沙鹿區,0,0,0,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,2,1,13,,,,,,B03,,,1,,6,,,23,,1,18,,B03,120.570428,24.236026,3
2021,3,18,7,55,臺中市,太平區,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,12,17,3,10,1,1,B03,7,4,1,8,2,2,,17,17,1,4,8,B03,120.714564,24.157084,2
2021,3,18,8,0,臺中市,大里區,0,0,0,8,,,20,,,,,,,,,,,,,,,,,,,,C03,,,1,,2,,,6,,1,5,,C03,120.679718,24.102172,3
2021,3,18,8,1,臺中市,大安區,0,1,0,8,1,5,30,11,9,1,5,4,5,7,4,4,10,5,5,2,11,5,3,10,1,1,B03,7,9,1,8,2,4,,5,5,1,12,8,B03,120.604796,24.350315,2
2021,3,18,8,3,臺中市,梧棲區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,B03,,,1,,9,,,23,,1,9,,B03,120.524625,24.236796,3
2021,3,18,8,8,臺中市,烏日區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,2,9,1,1,C03,7,5,3,18,2,11,,8,8,1,21,8,C03,120.644224,24.085704,2
2021,3,18,8,8,臺中市,豐原區,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,2,9,1,1,C03,7,9,1,10,2,13,,25,25,1,22,8,C03,120.72342,24.252068,2
2021,3,18,8,20,臺中市,西屯區,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,2,16,6,2,9,1,1,C03,7,5,1,10,2,14,,6,6,1,4,8,C03,120.622497,24.174806,2
2021,3,18,8,20,臺中市,烏日區,0,0,1,8,1,5,40,14,8,1,5,4,5,7,4,4,1,4,4,2,18,42,5,1,1,1,C03,7,9,1,10,2,14,,42,42,1,12,8,C03,120.651466,24.105866,2
2021,3,18,8,21,臺中市,后里區,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,4,5,4,1,16,6,3,10,1,1,B03,7,6,1,8,2,6,,6,6,1,21,8,B03,120.717211,24.309731,2
2021,3,18,8,27,臺中市,北區,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,1,2,5,2,13,23,3,10,1,1,C03,7,9,1,10,2,12,,23,23,1,5,8,C03,120.682617,24.153271,2
2021,3,18,8,37,臺中市,西屯區,0,2,0,8,1,5,40,14,11,1,5,4,5,7,4,4,1,3,5,2,16,23,2,9,1,1,C03,7,9,1,10,5,11,,23,23,1,21,8,C03,120.618834,24.20996,2
2021,3,18,8,40,臺中市,大甲區,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,16,,1,,,B03,120.640058,24.40058,3
2021,3,18,8,50,臺中市,北區,0,0,0,8,,,40,,,,,,,,,,,,,,,,,,,,B03,,,1,,1,,,23,,1,,,B03,120.667755,24.160028,3
2021,3,18,8,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,23,,,,,C03,,,1,,1,,,44,23,1,,,C03,120.6528,24.135751,4
2021,3,18,8,50,臺中市,南屯區,0,0,0,8,,,50,,,,,,,,,,,,,,,,,,,,A02,,,1,,1,,,17,,1,22,,A02,120.616669,24.154219,3
2021,3,18,8,58,臺中市,南屯區,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,12,17,2,9,1,1,C03,7,9,1,10,2,14,,17,17,1,5,8,C03,120.625123,24.137526,2
2021,3,18,8,59,臺中市,南區,0,2,0,8,1,5,50,4,2,1,5,4,5,7,2,1,10,5,5,2,17,26,2,9,1,1,C03,7,11,1,10,2,12,,26,26,1,21,8,C03,120.653341,24.12265,2
